净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2020-09-16,0.7716,2.4210%,限制大额申购,开放赎回,
2020-09-15,0.6379,2.3630%,限制大额申购,开放赎回,
2020-09-14,0.6417,2.3490%,限制大额申购,开放赎回,
2020-09-13*,1.2698,2.3340%,限制大额申购,开放赎回,
2020-09-11,0.6348,2.3130%,限制大额申购,开放赎回,
2020-09-10,0.6316,2.3030%,限制大额申购,开放赎回,
2020-09-09,0.6638,2.2960%,限制大额申购,开放赎回,
2020-09-08,0.6116,2.2680%,限制大额申购,开放赎回,
2020-09-07,0.6128,2.2680%,限制大额申购,开放赎回,
2020-09-06*,1.2308,2.2720%,限制大额申购,开放赎回,
2020-09-04,0.6156,2.2850%,限制大额申购,开放赎回,
2020-09-03,0.6181,2.2910%,限制大额申购,开放赎回,
2020-09-02,0.6118,2.2890%,限制大额申购,开放赎回,
2020-09-01,0.6122,2.2900%,限制大额申购,开放赎回,
2020-08-31,0.6201,2.2890%,限制大额申购,开放赎回,
2020-08-30*,1.2545,2.3080%,限制大额申购,开放赎回,
2020-08-28,0.6272,2.2840%,限制大额申购,开放赎回,
2020-08-27,0.6148,2.2860%,限制大额申购,开放赎回,
2020-08-26,0.6138,2.3130%,限制大额申购,开放赎回,
2020-08-25,0.6094,2.3680%,限制大额申购,开放赎回,
2020-08-24,0.657,2.4000%,限制大额申购,开放赎回,
2020-08-23*,1.2097,2.3690%,限制大额申购,开放赎回,
2020-08-21,0.6293,2.3570%,限制大额申购,开放赎回,
2020-08-20,0.6669,2.3380%,限制大额申购,开放赎回,
2020-08-19,0.716,2.3160%,限制大额申购,开放赎回,
2020-08-18,0.6703,2.2520%,限制大额申购,开放赎回,
2020-08-17,0.5979,2.2280%,限制大额申购,开放赎回,
2020-08-16*,1.188,2.2240%,限制大额申购,开放赎回,
2020-08-14,0.5926,2.2210%,限制大额申购,开放赎回,
2020-08-13,0.6265,2.2280%,限制大额申购,开放赎回,
2020-08-12,0.5956,2.2180%,限制大额申购,开放赎回,
2020-08-11,0.6256,2.3580%,限制大额申购,开放赎回,
2020-08-10,0.5907,2.3370%,限制大额申购,开放赎回,
2020-08-09*,1.1811,2.3420%,限制大额申购,开放赎回,
2020-08-07,0.6057,2.3440%,限制大额申购,开放赎回,
2020-08-06,0.6077,2.3370%,限制大额申购,开放赎回,
2020-08-05,0.8593,2.3300%,限制大额申购,开放赎回,
2020-08-04,0.5863,2.1880%,限制大额申购,开放赎回,
2020-08-03,0.5996,2.1740%,限制大额申购,开放赎回,
2020-08-02*,1.1857,2.1420%,限制大额申购,开放赎回,
2020-07-31,0.5928,2.0780%,限制大额申购,开放赎回,
2020-07-30,0.5929,2.0450%,限制大额申购,开放赎回,
2020-07-29,0.5931,2.0120%,限制大额申购,开放赎回,
2020-07-28,0.5608,1.9600%,限制大额申购,开放赎回,
2020-07-27,0.5403,1.9920%,限制大额申购,开放赎回,
2020-07-26*,1.0638,1.9870%,限制大额申购,开放赎回,
2020-07-24,0.5317,1.9990%,限制大额申购,开放赎回,
2020-07-23,0.5309,2.0520%,限制大额申购,开放赎回,
2020-07-22,0.495,2.0540%,限制大额申购,开放赎回,
2020-07-21,0.6209,2.0750%,限制大额申购,开放赎回,
2020-07-20,0.5317,2.0820%,限制大额申购,开放赎回,
2020-07-19*,1.0855,2.0820%,限制大额申购,开放赎回,
2020-07-17,0.6315,2.0500%,限制大额申购,开放赎回,
2020-07-16,0.5348,1.9880%,限制大额申购,开放赎回,
2020-07-15,0.5334,1.9740%,限制大额申购,开放赎回,
2020-07-14,0.6355,1.9890%,限制大额申购,开放赎回,
2020-07-13,0.5319,1.9200%,限制大额申购,开放赎回,
2020-07-12*,1.0253,1.9420%,限制大额申购,开放赎回,
2020-07-10,0.5151,2.0930%,限制大额申购,开放赎回,
2020-07-09,0.5078,2.1760%,限制大额申购,开放赎回,
2020-07-08,0.561,2.2480%,限制大额申购,开放赎回,
2020-07-07,0.5069,2.2870%,限制大额申购,开放赎回,
2020-07-06,0.5724,2.3510%,限制大额申购,开放赎回,
2020-07-05*,1.3103,2.3920%,限制大额申购,开放赎回,
2020-07-03,0.6703,2.3230%,限制大额申购,开放赎回,
2020-07-02,0.6424,2.2810%,限制大额申购,开放赎回,
2020-07-01,0.635,2.2530%,限制大额申购,开放赎回,
2020-06-30,0.6259,2.2300%,限制大额申购,开放赎回,
2020-06-29,0.6501,2.2140%,限制大额申购,开放赎回,
2020-06-28*,2.362,2.1730%,限制大额申购,开放赎回,
2020-06-24,0.5913,2.0860%,限制大额申购,开放赎回,
2020-06-23,0.5964,2.0570%,限制大额申购,开放赎回,
2020-06-22,0.5732,2.0340%,限制大额申购,开放赎回,
2020-06-21*,1.085,2.0960%,限制大额申购,开放赎回,
2020-06-19,0.5719,2.1010%,限制大额申购,开放赎回,
2020-06-18,0.5424,2.0880%,限制大额申购,开放赎回,
2020-06-17,0.5355,2.0940%,限制大额申购,开放赎回,
2020-06-16,0.553,2.1040%,限制大额申购,开放赎回,
2020-06-15,0.6903,2.2320%,限制大额申购,开放赎回,
2020-06-14*,1.0945,2.1890%,限制大额申购,开放赎回,
2020-06-12,0.5474,2.2060%,限制大额申购,开放赎回,
2020-06-11,0.5537,2.3980%,限制大额申购,开放赎回,
2020-06-10,0.5545,2.4030%,限制大额申购,开放赎回,
2020-06-09,0.7939,2.5560%,限制大额申购,开放赎回,
2020-06-08,0.6089,2.4390%,限制大额申购,开放赎回,
2020-06-07*,1.1257,2.4230%,限制大额申购,开放赎回,
2020-06-05,0.9085,2.4520%,限制大额申购,开放赎回,
2020-06-04,0.5624,2.2830%,限制大额申购,开放赎回,
2020-06-03,0.8417,2.3020%,限制大额申购,开放赎回,
2020-06-02,0.5743,2.1670%,限制大额申购,开放赎回,
2020-06-01,0.5782,2.1750%,限制大额申购,开放赎回,
2020-05-31*,1.1814,2.5180%,限制大额申购,开放赎回,
2020-05-29,0.5906,2.5410%,限制大额申购,开放赎回,
2020-05-28,0.5985,2.5520%,限制大额申购,开放赎回,
2020-05-27,0.5884,2.5240%,限制大额申购,开放赎回,
2020-05-26,0.5889,2.5310%,限制大额申购,开放赎回,
2020-05-25,1.2222,2.6550%,限制大额申购,开放赎回,
2020-05-24*,1.2237,2.4650%,限制大额申购,开放赎回,
2020-05-22,0.6118,2.5250%,限制大额申购,开放赎回,
2020-05-21,0.5454,2.6700%,限制大额申购,开放赎回,
2020-05-20,0.6023,2.8000%,限制大额申购,开放赎回,
2020-05-19,0.8195,2.8420%,限制大额申购,开放赎回,
2020-05-18,0.8667,2.7660%,限制大额申购,开放赎回,
2020-05-17*,1.3376,2.6670%,限制大额申购,开放赎回,
2020-05-15,0.8826,2.6610%,限制大额申购,开放赎回,
2020-05-14,0.7868,2.5430%,限制大额申购,开放赎回,
2020-05-13,0.6822,2.4830%,限制大额申购,开放赎回,
2020-05-12,0.6777,2.4730%,限制大额申购,开放赎回,
2020-05-11,0.6815,2.4570%,限制大额申购,开放赎回,
2020-05-10*,1.3256,2.4420%,限制大额申购,开放赎回,
2020-05-08,0.6628,2.4300%,限制大额申购,开放赎回,
2020-05-07,0.6734,2.4240%,限制大额申购,开放赎回,
2020-05-06,0.664,2.4130%,限制大额申购,开放赎回,
2020-05-05*,3.257,2.4370%,限制大额申购,开放赎回,
2020-04-30,0.6522,2.6710%,限制大额申购,开放赎回,
2020-04-29,0.7084,2.8410%,限制大额申购,开放赎回,
2020-04-28,0.6969,2.8420%,限制大额申购,开放赎回,
2020-04-27,0.7023,3.0400%,限制大额申购,开放赎回,
2020-04-26*,1.355,3.0870%,限制大额申购,开放赎回,
2020-04-24,0.9399,3.1340%,限制大额申购,开放赎回,
2020-04-23,0.9699,3.0160%,限制大额申购,开放赎回,
2020-04-22,0.7099,2.9570%,限制大额申购,开放赎回,
2020-04-21,1.0674,3.0810%,限制大额申购,开放赎回,
2020-04-20,0.7894,2.8890%,限制大额申购,开放赎回,
2020-04-19*,1.4411,2.8450%,限制大额申购,开放赎回,
2020-04-17,0.7214,2.8220%,限制大额申购,开放赎回,
2020-04-16,0.8601,2.8110%,限制大额申购,开放赎回,
2020-04-15,0.9413,2.8190%,限制大额申购,开放赎回,
2020-04-14,0.7092,2.7010%,限制大额申购,开放赎回,
2020-04-13,0.7071,2.7110%,限制大额申购,开放赎回,
2020-04-12*,1.3988,2.7310%,限制大额申购,开放赎回,
2020-04-10,0.6996,2.7790%,限制大额申购,开放赎回,
2020-04-09,0.8765,2.8030%,限制大额申购,开放赎回,
2020-04-08,0.7199,2.7270%,限制大额申购,开放赎回,
2020-04-07,0.7277,2.7360%,限制大额申购,开放赎回,
2020-04-06*,2.2325,2.7360%,限制大额申购,开放赎回,
2020-04-03,0.7445,2.7270%,限制大额申购,开放赎回,
2020-04-02,0.7356,2.7240%,限制大额申购,开放赎回,
2020-04-01,0.7371,2.7370%,限制大额申购,开放赎回,
2020-03-31,0.7275,2.7420%,限制大额申购,开放赎回,
2020-03-30,0.7378,2.7710%,限制大额申购,开放赎回,
2020-03-29*,1.4781,2.7920%,限制大额申购,开放赎回,
2020-03-27,0.7386,2.8340%,限制大额申购,开放赎回,
2020-03-26,0.7592,2.8550%,限制大额申购,开放赎回,
2020-03-25,0.7477,2.8590%,限制大额申购,开放赎回,
2020-03-24,0.7804,2.8670%,限制大额申购,开放赎回,
2020-03-23,0.7782,2.8610%,限制大额申购,开放赎回,
2020-03-22*,1.5564,2.8660%,限制大额申购,开放赎回,
2020-03-20,0.7777,2.8410%,限制大额申购,开放赎回,
2020-03-19,0.7668,2.8290%,限制大额申购,开放赎回,
2020-03-18,0.7621,3.0320%,限制大额申购,开放赎回,
2020-03-17,0.7689,3.0910%,限制大额申购,开放赎回,
2020-03-16,0.7875,3.1190%,限制大额申购,开放赎回,
2020-03-15*,1.5094,3.1120%,限制大额申购,开放赎回,
2020-03-13,0.7551,3.1360%,限制大额申购,开放赎回,
2020-03-12,1.1459,3.1490%,限制大额申购,开放赎回,
2020-03-11,0.872,2.9520%,限制大额申购,开放赎回,
2020-03-10,0.8213,2.9540%,限制大额申购,开放赎回,
2020-03-09,0.7734,2.9320%,限制大额申购,开放赎回,
2020-03-08*,1.555,3.0160%,限制大额申购,开放赎回,
2020-03-06,0.7779,3.0250%,限制大额申购,开放赎回,
2020-03-05,0.7793,3.0840%,限制大额申购,开放赎回,
2020-03-04,0.8764,3.0920%,限制大额申购,开放赎回,
2020-03-03,0.7811,3.0400%,限制大额申购,开放赎回,
2020-03-02,0.9299,3.0340%,限制大额申购,开放赎回,
2020-03-01*,1.571,2.9480%,限制大额申购,开放赎回,
2020-02-28,0.8868,2.9350%,限制大额申购,开放赎回,
2020-02-27,0.7952,2.8740%,限制大额申购,开放赎回,
2020-02-26,0.7801,2.8710%,限制大额申购,开放赎回,
2020-02-25,0.7698,2.9410%,限制大额申购,开放赎回,
2020-02-24,0.769,3.0220%,限制大额申购,开放赎回,
2020-02-23*,1.5472,3.0230%,限制大额申购,开放赎回,
2020-02-21,0.7738,3.0220%,限制大额申购,开放赎回,
2020-02-20,0.7879,3.1360%,限制大额申购,开放赎回,
2020-02-19,0.9114,3.1450%,限制大额申购,开放赎回,
2020-02-18,0.9211,3.0680%,限制大额申购,开放赎回,
2020-02-17,0.7702,2.9990%,限制大额申购,开放赎回,
2020-02-16*,1.5461,2.9940%,限制大额申购,开放赎回,
2020-02-14,0.9855,2.9820%,限制大额申购,开放赎回,
2020-02-13,0.8046,2.8620%,限制大额申购,开放赎回,
2020-02-12,0.7682,2.8390%,限制大额申购,开放赎回,
2020-02-11,0.7926,2.8360%,限制大额申购,开放赎回,
2020-02-10,0.7606,2.8220%,限制大额申购,开放赎回,
2020-02-09*,1.5237,2.8400%,限制大额申购,开放赎回,
2020-02-07,0.7618,2.8340%,限制大额申购,开放赎回,
2020-02-06,0.7618,2.8310%,限制大额申购,开放赎回,
2020-02-05,0.7634,2.8280%,限制大额申购,开放赎回,
2020-02-04,0.7664,2.8240%,限制大额申购,开放赎回,
2020-02-03,0.7937,2.8210%,限制大额申购,开放赎回,
2020-02-02*,7.5813,2.8030%,限制大额申购,开放赎回,
2020-01-23,0.7596,2.9120%,限制大额申购,开放赎回,
2020-01-22,0.7851,2.9000%,限制大额申购,开放赎回,
2020-01-21,0.8532,2.8790%,限制大额申购,开放赎回,
2020-01-20,0.8768,2.8100%,限制大额申购,开放赎回,
2020-01-19*,1.4875,2.7580%,限制大额申购,开放赎回,
2020-01-17,0.7425,2.8020%,限制大额申购,开放赎回,
2020-01-16,0.7384,2.8260%,限制大额申购,开放赎回,
2020-01-15,0.7443,2.8600%,限制大额申购,开放赎回,
2020-01-14,0.725,2.8910%,限制大额申购,开放赎回,
2020-01-13,0.7797,2.9380%,限制大额申购,开放赎回,
2020-01-12*,1.5709,2.9610%,限制大额申购,开放赎回,
2020-01-10,0.7868,3.0170%,限制大额申购,开放赎回,
2020-01-09,0.802,3.0440%,限制大额申购,开放赎回,
2020-01-08,0.8024,3.0600%,限制大额申购,开放赎回,
2020-01-07,0.8114,3.0040%,限制大额申购,开放赎回,
2020-01-06,0.8226,2.9430%,限制大额申购,开放赎回,
2020-01-05*,1.6746,2.9560%,限制大额申购,开放赎回,
2020-01-03,0.8374,2.9740%,限制大额申购,开放赎回,
2020-01-02,0.8324,2.9820%,限制大额申购,开放赎回,
2020-01-01,0.6979,2.9980%,限制大额申购,开放赎回,
2019-12-31,0.698,3.0820%,限制大额申购,开放赎回,
2019-12-30,0.8459,3.1440%,限制大额申购,开放赎回,
2019-12-29*,1.7089,3.1140%,限制大额申购,开放赎回,
2019-12-27,0.8521,3.0200%,限制大额申购,开放赎回,
2019-12-26,0.862,2.9740%,限制大额申购,开放赎回,
2019-12-25,0.8549,2.9200%,限制大额申购,开放赎回,
2019-12-24,0.8125,2.8680%,限制大额申购,开放赎回,
2019-12-23,0.7907,2.8880%,限制大额申购,开放赎回,
2019-12-22*,1.5335,2.8790%,限制大额申购,开放赎回,
2019-12-20,0.7662,2.8870%,限制大额申购,开放赎回,
2019-12-19,0.7615,2.8900%,限制大额申购,开放赎回,
2019-12-18,0.759,2.8880%,限制大额申购,开放赎回,
2019-12-17,0.8504,2.8970%,限制大额申购,开放赎回,
2019-12-16,0.7735,2.8530%,限制大额申购,开放赎回,
2019-12-15*,1.5471,2.8510%,限制大额申购,开放赎回,
2019-12-13,0.7733,2.8600%,限制大额申购,开放赎回,
2019-12-12,0.7569,2.8650%,限制大额申购,开放赎回,
2019-12-11,0.7756,2.9010%,限制大额申购,开放赎回,
2019-12-10,0.7682,2.9040%,限制大额申购,开放赎回,
2019-12-09,0.7707,2.9090%,限制大额申购,开放赎回,
2019-12-08*,1.5642,2.9120%,限制大额申购,开放赎回,
2019-12-06,0.782,2.8930%,限制大额申购,开放赎回,
2019-12-05,0.8236,2.8830%,限制大额申购,开放赎回,
2019-12-04,0.7812,2.8600%,限制大额申购,开放赎回,
2019-12-03,0.7781,2.8570%,限制大额申购,开放赎回,
2019-12-02,0.7756,2.8530%,限制大额申购,开放赎回,
2019-12-01*,1.5285,2.8530%,限制大额申购,开放赎回,
2019-11-29,0.7645,2.8870%,限制大额申购,开放赎回,
2019-11-28,0.7796,2.9030%,限制大额申购,开放赎回,
2019-11-27,0.7759,2.9260%,限制大额申购,开放赎回,
2019-11-26,0.7707,2.9360%,限制大额申购,开放赎回,
2019-11-25,0.7768,2.9200%,限制大额申购,开放赎回,
2019-11-24*,1.5903,2.9020%,限制大额申购,开放赎回,
2019-11-22,0.7953,2.8430%,限制大额申购,开放赎回,
2019-11-21,0.8227,2.9960%,限制大额申购,开放赎回,
2019-11-20,0.7934,2.9510%,限制大额申购,开放赎回,
2019-11-19,0.7418,2.9200%,限制大额申购,开放赎回,
2019-11-18,0.7425,2.9210%,限制大额申购,开放赎回,
2019-11-17*,1.4804,2.9250%,限制大额申购,开放赎回,
2019-11-15,1.0815,2.9360%,限制大额申购,开放赎回,
2019-11-14,0.7383,2.7610%,限制大额申购,开放赎回,
2019-11-13,0.7359,2.7880%,限制大额申购,开放赎回,
2019-11-12,0.7426,2.7700%,限制大额申购,开放赎回,
2019-11-11,0.7503,2.7910%,限制大额申购,开放赎回,
2019-11-10*,1.5014,2.7980%,限制大额申购,开放赎回,
2019-11-08,0.7543,2.8050%,限制大额申购,开放赎回,
2019-11-07,0.7887,2.7710%,限制大额申购,开放赎回,
2019-11-06,0.7035,2.7500%,限制大额申购,开放赎回,
2019-11-05,0.7817,2.7670%,限制大额申购,开放赎回,
2019-11-04,0.7633,2.7470%,限制大额申购,开放赎回,
2019-11-03*,1.5137,2.7370%,限制大额申购,开放赎回,
2019-11-01,0.6909,2.7230%,限制大额申购,开放赎回,
2019-10-31,0.7489,2.7510%,限制大额申购,开放赎回,
2019-10-30,0.737,2.7460%,限制大额申购,开放赎回,
2019-10-29,0.744,2.7480%,限制大额申购,开放赎回,
2019-10-28,0.7441,2.7450%,限制大额申购,开放赎回,
2019-10-27*,1.4875,2.7430%,限制大额申购,开放赎回,
2019-10-25,0.7437,2.7370%,限制大额申购,开放赎回,
2019-10-24,0.7401,2.7340%,限制大额申购,开放赎回,
2019-10-23,0.7406,2.7330%,限制大额申购,开放赎回,
2019-10-22,0.7383,2.7330%,限制大额申购,开放赎回,
2019-10-21,0.7399,2.7740%,限制大额申购,开放赎回,
2019-10-20*,1.4754,2.8060%,限制大额申购,开放赎回,
2019-10-18,0.7388,2.8050%,限制大额申购,开放赎回,
2019-10-17,0.7381,2.8070%,限制大额申购,开放赎回,
2019-10-16,0.7397,2.8070%,限制大额申购,开放赎回,
2019-10-15,0.815,2.8400%,限制大额申购,开放赎回,
2019-10-14,0.8012,2.8110%,限制大额申购,开放赎回,
2019-10-13*,1.4724,2.7890%,限制大额申购,开放赎回,
2019-10-11,0.7425,2.8150%,限制大额申购,开放赎回,
2019-10-10,0.739,2.8240%,限制大额申购,开放赎回,
2019-10-09,0.8013,2.8360%,限制大额申购,开放赎回,
2019-10-08,0.7601,2.8140%,限制大额申购,开放赎回,
2019-10-07*,5.3223,2.8140%,限制大额申购,开放赎回,
2019-09-30,0.7601,2.8020%,限制大额申购,开放赎回,
2019-09-29*,1.5202,2.7920%,限制大额申购,开放赎回,
2019-09-27,0.7595,2.7750%,限制大额申购,开放赎回,
2019-09-26,0.7444,2.8360%,限制大额申购,开放赎回,
2019-09-25,0.761,2.8350%,限制大额申购,开放赎回,
2019-09-24,0.754,2.8210%,限制大额申购,开放赎回,
2019-09-23,0.7416,2.8100%,限制大额申购,开放赎回,
2019-09-22*,1.4888,2.8070%,限制大额申购,开放赎回,
2019-09-20,0.8737,2.8060%,限制大额申购,开放赎回,
2019-09-19,0.7421,2.7390%,限制大额申购,开放赎回,
2019-09-18,0.7359,2.7430%,限制大额申购,开放赎回,
2019-09-17,0.7332,2.7880%,限制大额申购,开放赎回,
2019-09-16,0.7359,2.7910%,限制大额申购,开放赎回,
2019-09-15*,2.2359,2.8840%,限制大额申购,开放赎回,
2019-09-12,0.7488,2.8750%,限制大额申购,开放赎回,
2019-09-11,0.8194,2.9330%,限制大额申购,开放赎回,
2019-09-10,0.7386,2.8960%,限制大额申购,开放赎回,
2019-09-09,0.9108,3.3410%,限制大额申购,开放赎回,
2019-09-08*,1.4791,3.2540%,限制大额申购,开放赎回,
2019-09-06,0.7398,3.2590%,限制大额申购,开放赎回,
2019-09-05,0.8573,3.2610%,限制大额申购,开放赎回,
2019-09-04,0.749,3.2040%,限制大额申购,开放赎回,
2019-09-03,1.5674,3.2010%,限制大额申购,开放赎回,
2019-09-02,0.7485,2.7570%,限制大额申购,开放赎回,
2019-09-01*,1.4888,2.7510%,限制大额申购,开放赎回,
2019-08-30,0.744,2.7450%,限制大额申购,开放赎回,
2019-08-29,0.7505,2.7420%,限制大额申购,开放赎回,
2019-08-28,0.7444,2.7360%,限制大额申购,开放赎回,
2019-08-27,0.7389,2.7310%,限制大额申购,开放赎回,
2019-08-26,0.7377,2.7300%,限制大额申购,开放赎回,
2019-08-25*,1.478,2.7290%,限制大额申购,开放赎回,
2019-08-23,0.7389,2.7260%,限制大额申购,开放赎回,
2019-08-22,0.7385,2.7240%,限制大额申购,开放赎回,
2019-08-21,0.736,2.7230%,限制大额申购,开放赎回,
2019-08-20,0.7357,2.7210%,限制大额申购,开放赎回,
2019-08-19,0.7367,2.7170%,限制大额申购,开放赎回,
2019-08-18*,1.4723,2.7120%,限制大额申购,开放赎回,
2019-08-16,0.7357,2.7020%,限制大额申购,开放赎回,
2019-08-15,0.7354,2.6970%,限制大额申购,开放赎回,
2019-08-14,0.7334,2.6930%,限制大额申购,开放赎回,
2019-08-13,0.728,2.7870%,限制大额申购,开放赎回,
2019-08-12,0.7271,2.7890%,限制大额申购,开放赎回,
2019-08-11*,1.4538,2.5940%,限制大额申购,开放赎回,
2019-08-09,0.7266,2.6030%,限制大额申购,开放赎回,
2019-08-08,0.7273,2.6080%,限制大额申购,开放赎回,
2019-08-07,0.91,2.7170%,限制大额申购,开放赎回,
2019-08-06,0.7305,2.6270%,限制大额申购,开放赎回,
2019-08-05,0.3626,2.6330%,限制大额申购,开放赎回,
2019-08-04*,1.4712,2.8370%,限制大额申购,开放赎回,
2019-08-02,0.7355,2.8400%,限制大额申购,开放赎回,
2019-08-01,0.9309,2.8430%,限制大额申购,开放赎回,
2019-07-31,0.7425,2.7400%,限制大额申购,开放赎回,
2019-07-30,0.7423,2.7390%,限制大额申购,开放赎回,
2019-07-29,0.7422,2.7370%,限制大额申购,开放赎回,
2019-07-28*,1.4766,2.7350%,限制大额申购,开放赎回,
2019-07-26,0.7417,2.7360%,限制大额申购,开放赎回,
2019-07-25,0.739,2.7400%,限制大额申购,开放赎回,
2019-07-24,0.7402,2.8510%,限制大额申购,开放赎回,
2019-07-23,0.7396,2.8540%,限制大额申购,开放赎回,
2019-07-22,0.7372,2.8580%,限制大额申购,开放赎回,
2019-07-21*,1.4796,2.8630%,限制大额申购,开放赎回,
2019-07-19,0.7488,2.8730%,限制大额申购,开放赎回,
2019-07-18,0.9461,2.9260%,限制大额申购,开放赎回,
2019-07-17,0.7454,3.1310%,限制大额申购,开放赎回,
2019-07-16,0.7471,3.1430%,限制大额申购,开放赎回,
2019-07-15,0.7468,3.1580%,限制大额申购,开放赎回,
2019-07-14*,1.4989,3.1780%,限制大额申购,开放赎回,
2019-07-12,0.8469,3.2270%,限制大额申购,开放赎回,
2019-07-11,1.3279,3.1990%,限制大额申购,开放赎回,
2019-07-10,0.7682,2.9080%,限制大额申购,开放赎回,
2019-07-09,0.7752,2.9160%,限制大额申购,开放赎回,
2019-07-08,0.7822,2.9180%,限制大额申购,开放赎回,
2019-07-07*,1.5905,2.9220%,限制大额申购,开放赎回,
2019-07-05,0.7953,2.9120%,限制大额申购,开放赎回,
2019-07-04,0.7862,2.9070%,限制大额申购,开放赎回,
2019-07-03,0.783,2.9300%,限制大额申购,开放赎回,
2019-07-02,0.7785,2.9500%,限制大额申购,开放赎回,
2019-07-01,0.7897,3.0330%,限制大额申购,开放赎回,
2019-06-30*,1.5732,3.0570%,限制大额申购,开放赎回,
2019-06-28,0.7861,3.1040%,限制大额申购,开放赎回,
2019-06-27,0.8285,2.9300%,限制大额申购,开放赎回,
2019-06-26,0.8195,2.9390%,限制大额申购,开放赎回,
2019-06-25,0.9332,3.0040%,限制大额申购,开放赎回,
2019-06-24,0.8345,2.9470%,限制大额申购,开放赎回,
2019-06-23*,1.6614,2.9670%,限制大额申购,开放赎回,
2019-06-21,0.4619,2.9270%,限制大额申购,开放赎回,
2019-06-20,0.8452,3.1050%,限制大额申购,开放赎回,
2019-06-19,0.9399,3.0760%,限制大额申购,开放赎回,
2019-06-18,0.8276,2.9840%,限制大额申购,开放赎回,
2019-06-17,0.8715,2.9510%,限制大额申购,开放赎回,
2019-06-16*,1.5864,2.9050%,限制大额申购,开放赎回,
2019-06-14,0.793,2.9020%,限制大额申购,开放赎回,
2019-06-13,0.7929,2.9010%,限制大额申购,开放赎回,
2019-06-12,0.7686,2.8990%,限制大额申购,开放赎回,
2019-06-11,0.7653,2.9070%,限制大额申购,开放赎回,
2019-06-10,0.7865,2.9220%,限制大额申购,开放赎回,
2019-06-09*,2.3706,2.9320%,限制大额申购,开放赎回,
2019-06-06,0.79,2.9570%,限制大额申购,开放赎回,
2019-06-05,0.7829,2.9350%,限制大额申购,开放赎回,
2019-06-04,0.7942,2.9460%,限制大额申购,开放赎回,
2019-06-03,0.8056,2.9450%,限制大额申购,开放赎回,
2019-06-02*,1.6114,2.9390%,限制大额申购,开放赎回,
2019-05-31,0.8054,2.9250%,限制大额申购,开放赎回,
2019-05-30,0.7483,2.9190%,限制大额申购,开放赎回,
2019-05-29,0.8031,2.9410%,限制大额申购,开放赎回,
2019-05-28,0.792,2.9390%,限制大额申购,开放赎回,
2019-05-27,0.7948,3.0040%,限制大额申购,开放赎回,
2019-05-26*,1.5862,3.0090%,限制大额申购,开放赎回,
2019-05-24,0.7929,3.0030%,限制大额申购,开放赎回,
2019-05-23,0.791,3.0140%,限制大额申购,开放赎回,
2019-05-22,0.7977,3.0260%,限制大额申购,开放赎回,
2019-05-21,0.9133,3.1510%,限制大额申购,开放赎回,
2019-05-20,0.8038,3.0970%,限制大额申购,开放赎回,
2019-05-19*,1.575,3.2760%,限制大额申购,开放赎回,
2019-05-17,0.814,3.2990%,限制大额申购,开放赎回,
2019-05-16,0.8138,3.3360%,限制大额申购,开放赎回,
2019-05-15,1.0295,3.3380%,限制大额申购,开放赎回,
2019-05-14,0.8126,3.2550%,限制大额申购,开放赎回,
2019-05-13,1.1372,3.3220%,限制大额申购,开放赎回,
2019-05-12*,1.6183,3.1490%,限制大额申购,开放赎回,
2019-05-10,0.883,3.1450%,限制大额申购,开放赎回,
2019-05-09,0.8162,3.1020%,限制大额申购,开放赎回,
2019-05-08,0.8755,3.1000%,限制大额申购,开放赎回,
2019-05-07,0.9371,3.0650%,限制大额申购,开放赎回,
2019-05-06,0.8155,2.9970%,限制大额申购,开放赎回,
2019-05-05*,4.0376,3.0000%,限制大额申购,开放赎回,
2019-04-30,0.8105,3.0120%,限制大额申购,开放赎回,
2019-04-29,0.8211,3.0670%,限制大额申购,开放赎回,
2019-04-28*,1.6246,3.0350%,限制大额申购,开放赎回,
2019-04-26,0.812,3.0310%,限制大额申购,开放赎回,
2019-04-25,0.8104,3.0650%,限制大额申购,开放赎回,
2019-04-24,0.8135,3.0010%,限制大额申购,开放赎回,
2019-04-23,0.9116,2.9680%,限制大额申购,开放赎回,
2019-04-22,0.7612,2.9140%,限制大额申购,开放赎回,
2019-04-21*,1.6184,2.9420%,限制大额申购,开放赎回,
2019-04-19,0.8746,2.9450%,限制大额申购,开放赎回,
2019-04-18,0.691,2.9100%,限制大额申购,开放赎回,
2019-04-17,0.7528,2.9740%,限制大额申购,开放赎回,
2019-04-16,0.8105,3.0730%,限制大额申购,开放赎回,
2019-04-15,0.8146,3.0850%,限制大额申购,开放赎回,
2019-04-14*,1.6223,3.2680%,限制大额申购,开放赎回,
2019-04-12,0.8112,3.3250%,限制大额申购,开放赎回,
2019-04-11,0.8084,3.3540%,限制大额申购,开放赎回,
2019-04-10,0.938,3.3840%,限制大额申购,开放赎回,
2019-04-09,0.833,3.3480%,限制大额申购,开放赎回,
2019-04-08,1.1543,3.3650%,限制大额申购,开放赎回,
2019-04-07*,2.5929,3.2710%,限制大额申购,开放赎回,
2019-04-04,0.8644,3.1910%,限制大额申购,开放赎回,
2019-04-03,0.8706,3.1720%,限制大额申购,开放赎回,
2019-04-02,0.8645,3.1590%,限制大额申购,开放赎回,
2019-04-01,0.9798,3.1430%,限制大额申购,开放赎回,
